id,name,short,long,confidence,match_confidence
19346,Ilhan Omar,U.S. Representative,Ilhan Abdullahi Omar is an American politician serving as the U.S. Representative for Minnesota's 5th congressional district since 2019. She is a member of the Democratic–Farmer–Labor Party. ,99.99553680419922,100.0
98401,Gene Wilder,American actor,"Jerome Silberman, known professionally as Gene Wilder, was an American actor, filmmaker, singer-songwriter, comedian and author.
Wilder began his career on stage, and made his screen debut in an episode of the TV series The Play of the Week in 1961. ",99.99053192138672,98.0
80932,Gordon Ramsay,British chef,"Gordon James Ramsay OBE is a British chef, restaurateur, television personality, and writer. Born in Johnstone, Scotland, and raised in Stratford-upon-Avon, England, he founded his global restaurant group, Gordon Ramsay Restaurants, in 1997. ",99.98775482177734,97.0
37214,All Eyez on Me,2017 film,"All Eyez on Me is a 2017 American biographical drama film about rapper Tupac Shakur, directed by Benny Boom and written by Jeremy Haft, Eddie Gonzalez and Steven Bagatourian. ",99.94418334960938,100.0
54690,Theodor Morell,German doctor,Theodor Gilbert Morell was a German doctor known for acting as Adolf Hitler's personal physician. Morell was well known in Germany for his unconventional treatments. ,99.23888397216795,97.0
54690,Albert Speer,,"Berthold Konrad Hermann Albert Speer served as the Minister of Armaments and War Production in Nazi Germany during most of World War II. A close ally of Adolf Hitler, he was convicted at the Nuremberg trials and sentenced to 20 years in prison.
An architect by training, Speer joined the Nazi Party in 1931. ",99.96630859375,98.0
30928,Lizzie Velásquez,American motivational speaker,"Elizabeth Anne Velásquez is an American motivational speaker, activist, author, and YouTuber. She was born with an extremely rare congenital disease called Marfanoid–progeroid–lipodystrophy syndrome that, among other symptoms, prevents her from accumulating body fat and gaining weight. ",99.20899200439452,100.0
41538,Michael Schottenberg,Austrian actor,"Michael Schottenberg is an Austrian actor, film director and screenwriter. His film The Arrival of Averill was screened in the Un Certain Regard section at the 1992 Cannes Film Festival.",99.99668884277344,63.0
91270,Slimane,French singer-songwriter,"Slimane Nebchi, known professionally by the mononym Slimane, is an Algerian-French male singer and songwriter. Nebchi won season 5 The Voice: la plus belle voix in 2016, and has since released a debut album and nine singles.",99.99957275390624,83.0
91270,Omid Alishah,Iranian footballer,"Omid Alishah is an Iranian professional footballer who plays as a winger for Persian Gulf Pro League club Persepolis and the Iran national team.
He signed a two-year contract with Persepolis on 11 June 2013 and made his debut on 16 August 2013. ",99.99859619140624,72.0
84971,John Wayne,American actor,"Marion Robert Morrison, known professionally as John Wayne and nicknamed The Duke, was an American actor and filmmaker who became a popular icon through his starring roles in Western films. ",99.99762725830078,71.0
61927,Remon Stotijn,Rapper,"Remon Stotijn, known professionally as Postman or The Anonymous Mis, is a Dutch rapper and record producer, who is a member of the band Postmen.",99.93301391601562,69.0
93758,John Orozco,Gymnast,"John Orozco is an American artistic gymnast who competed in the 2012 Olympics and is the 2012 U.S national champion. He was selected to the U.S. Olympic gymnastics team for the 2016 Olympic Games, but withdrew on July 15, 2016 due to an ACL injury. ",99.99944305419922,60.00000381469727
47950,Nancy Pelosi,Speaker of the United States House of Representatives,"Nancy Patricia Pelosi is an American politician serving as Speaker of the United States House of Representatives since 2019, and previously from 2007 to 2011. She has served as a U.S. representative from California since 1987. A member of the Democratic Party, Pelosi is the only woman in U.S. history to serve as speaker. ",99.98947143554688,99.0
19203,Lesley Fera,American actress,Lesley Fera is an American actress. She is best known for her role as Veronica Hastings on the ABC Family series Pretty Little Liars. ,99.99943542480467,90.0
42601,Arthur Rostron,British sailor,"Sir Arthur Henry Rostron, KBE, RD, RNR was a British sailor and a seagoing officer for the Cunard Line. He is best remembered as the captain of the ocean liner RMS Carpathia, when it rescued hundreds of survivors from the RMS Titanic when the latter ship sank in 1912, after colliding with an iceberg in the middle of the North Atlantic Ocean.
",99.8000030517578,89.0
19653,Pope Francis,,"Pope Francis is the head of the Catholic Church and sovereign of the Vatican City State. Francis is the first Jesuit pope, the first from the Americas, the first from the Southern Hemisphere, and the first pope from outside Europe since the Syrian Gregory III, who reigned in the 8th century.
",99.99980926513672,100.0
26307,Leonardo DiCaprio,American actor,"Leonardo Wilhelm DiCaprio is an American actor, film producer, and environmentalist. He has often played unconventional roles, particularly in biopics and period films. ",99.9996109008789,96.0
89512,Marina Gatell,Spanish actress,Marina Gatell Poch is a Spanish actress.,99.98096466064452,99.0
14276,Seo In-guk,South Korean singer-songwriter,"Seo In-guk is a South Korean singer-songwriter and actor. He launched his singing career after winning the talent reality show Superstar K in 2009, and made his acting breakthrough in Reply 1997. ",99.9981460571289,81.0
29158,Osas Ighodaro,American actress,"Osas Ighodaro is a Nigerian American actress, producer, host and humanitarian. She won the Miss Black USA Pageant in 2010 and founded The Joyful Joy Foundation, raising funds and awareness towards the fight against Malaria. ",99.9999771118164,80.0
37146,Ilhan Omar,U.S. Representative,Ilhan Abdullahi Omar is an American politician serving as the U.S. Representative for Minnesota's 5th congressional district since 2019. She is a member of the Democratic–Farmer–Labor Party. ,99.99900817871094,100.0
89142,Hillary Clinton,Former United States Secretary of State,"Hillary Diane Rodham Clinton is an American politician, diplomat, lawyer, writer, and public speaker who served as the 67th United States secretary of state from 2009 to 2013, as a United States senator from New York from 2001 to 2009, and as First Lady of the United States from 1993 to 2001. ",99.98363494873048,77.0
52416,Daniel Craig,English actor,"Daniel Wroughton Craig is an English actor. He is best known for portraying James Bond in the eponymous film series, beginning with Casino Royale, which brought him international fame. ",99.99356079101562,58.0
39158,Franck Dumas,French former football player,Franck Dumas is a French former professional football player who played as a defender and current football coach. He is currently the head coach of CR Belouizdad.,99.99325561523438,81.0
39158,Phat Joe,South African TV personality,"Phat Joe is a South African TV and radio personality. He is the host of a late night show, The Phat Joe Show.
He was also host of the first season of the gossip show The Real Goboza, and the dating shows Take Me Out: South Africa, on SABC1 in 2014, and Take Me Out: Mzansi, on Vuzu Amp in 2017.
",99.9801788330078,65.0
31568,Joan Benedict Steiger,American actress,"Joan Benedict Steiger is an American actress, perhaps best known for her role as Edith Fairchild on General Hospital.
Benedict Steiger was born in Brooklyn, New York and first performed at the age of seven at the Brooklyn Academy of Music. ",99.9636688232422,81.0
31568,Joelle Carter,American actress,"Joelle Marie Carter is an American actress, comedian, producer and dancer. She is known for playing Ava Crowder in the FX series Justified.",99.97662353515624,67.0
31568,Kristin Otto,Olympic athlete,"Kristin Otto is a German Olympic swimming champion. She is most famous for being the first woman to win six gold medals at a single Olympic Games, doing so at the 1988 Seoul Olympic games. ",99.9969482421875,91.0
76519,Ilhan Omar,U.S. Representative,Ilhan Abdullahi Omar is an American politician serving as the U.S. Representative for Minnesota's 5th congressional district since 2019. She is a member of the Democratic–Farmer–Labor Party. ,99.99864959716795,81.0
81964,Oprah Winfrey Network,Cable channel,"Oprah Winfrey Network is an American multinational basic cable channel jointly owned by Discovery Inc. and Harpo Studios that launched on January 1, 2011, replacing the Discovery Health Channel.
",99.99943542480467,68.0
34785,Rahul Bhatia,Business person,,99.99861907958984,77.0
34785,Tchéky Karyo,Actor,"Tchéky Karyo is a French actor and musician of Turkish origin, who is known for playing police investigator Julien Baptiste in the British drama The Missing and its spin-off series Baptiste. ",99.98734283447266,60.00000381469727
34785,Zabit Samedov,,"Zabit Samedov is an Azerbaijani kickboxer and muay thai fighter. He is the 2012 K-1 World Grand Prix Finalist, when he lost to Badr Hari in the quarter-finals by unanimous decisions. ",99.99947357177734,76.0
52103,Krzysztof Majchrzak,Polish film actor,Krzysztof Majchrzak is a Polish film actor. His first part in a major production was in Andrzej Wajda's The Promised Land. He has appeared in 30 films since 1975. ,99.86957550048828,74.0
98246,Jagmeet Singh,Canadian Member of Parliament,"Jagmeet Singh Dhaliwal MP, professionally known as Jagmeet Singh, is a Canadian lawyer and politician serving as leader of the New Democratic Party since 2017 and as the Member of Parliament for the riding of Burnaby South since 2019. ",99.99998474121094,56.0
84265,Champ Lui Pio,Musical artist,"Arthur Bernard Dolino Lui Pio is a music artist and guitarist and vocalist of Hale. He is publicly recognized by the name ""Champ"" or ""Champ Lui-Pio"".",99.99378967285156,72.0
60971,Jon Hamm,American actor,"Jonathan Daniel Hamm is an American actor and producer best known for playing advertising executive Don Draper in the AMC television drama series Mad Men.
",99.99282836914062,100.0
85927,Maxine Waters,U.S. Representative,Maxine Moore Waters is an American politician serving as the U.S. Representative for California's 43rd congressional district since 1991. ,99.9997100830078,100.0
3675,Alice Braga,Brazilian actress,"Alice Braga Moraes is a Brazilian actress and producer. She has appeared in several Brazilian films, starring as Angélica in the acclaimed City of God, as Karinna in Lower City, and as Dolores in Only God Knows.
",99.99543762207033,64.0
2967,Gregg Popovich,President of the San Antonio Spurs,"Gregg Charles Popovich is an American professional basketball coach and executive. He is the head coach and president of the San Antonio Spurs of the National Basketball Association, and head coach of the USA national team. ",99.99700164794922,100.0
2967,William Wallace,,"Sir William Wallace was a Scottish knight who became one of the main leaders during the First War of Scottish Independence.
Along with Andrew Moray, Wallace defeated an English army at the Battle of Stirling Bridge in September 1297. ",99.1798858642578,66.0
46793,Mick Fleetwood,Musician,"Michael John Kells Fleetwood is a British musician and actor, best known as the drummer, co-founder, and leader of the rock band Fleetwood Mac. ",99.99925994873048,66.0
40217,Donald Trump,45th U.S. President,"Donald John Trump is an American media personality, businessman, and politician who served as the 45th president of the United States from 2017 to 2021.
",99.97374725341795,99.0
86521,Clayton Murphy,Olympic athlete,Clayton Murphy is an American middle-distance runner. He won the bronze medal in the 800-meter run at the 2016 Olympic Games. He was the gold medalist in the 800-meter run at the 2015 Pan American Games. ,99.80638885498048,89.0
13675,"Meghan, Duchess of Sussex",American actress,"Meghan, Duchess of Sussex is an American member of the British royal family and a former actress.
Markle was born and raised in Los Angeles, California. Her acting career began while she was studying at Northwestern University. She is mainly known for her role as Rachel Zane in the American legal drama Suits for seven seasons. Markle's lifestyle blog, The Tig, featured a column profiling influential women. She also gained recognition for creating and releasing two fashion lines of clothing in 2015–2016.
Markle became engaged to Prince Harry in 2017. Upon their marriage in 2018, she became Duchess of Sussex. Their son, Archie Mountbatten-Windsor, was born in 2019. ",99.99065399169922,58.999996185302734
64318,Draya Michele,American media personality,"Andraya Michele Howard is an American media personality, model, actress, and fashion designer.",99.9998550415039,100.0
38460,Jean-Claude Biver,Watchmaker,"Jean-Claude Biver is a Luxembourgish watchmaker, cheesemaker, and businessman previously serving as the chief executive officer of TAG Heuer. ",99.99896240234376,55.0
16532,Hayden Christensen,Actor,"Hayden Christensen is a Canadian actor and producer. He began his career on Canadian television at the age of 13, then diversified into American television in the late 1990s. ",99.99922943115234,99.0
26184,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.79409790039062,86.0
53084,Eva Braun,Adolf Hitler's wife,"Eva Anna Paula Hitler was the longtime companion of Adolf Hitler and, for less than 40 hours, his wife. Braun met Hitler in Munich when she was a 17-year-old assistant and model for his personal photographer Heinrich Hoffmann. ",99.9850616455078,99.0
35602,Ryan Higa,American comedian,"Ryan Higa, also known as nigahiga, is an American comedian, internet personality, musician, and actor. He is known for his comedy videos on YouTube. ",99.99974822998048,87.0
2571,Michelle Obama,American attorney,"Michelle LaVaughn Obama is an American attorney and author who was the first lady of the United States from 2009 to 2017. She is married to the 44th president of the United States, Barack Obama, and was the first African-American first lady.
",99.99325561523438,100.0
87625,Michelle Heyman,Australian soccer player,Michelle Pearl Heyman is an Australian soccer player and commentator who currently plays for Canberra United in the W-League in Australia. ,99.99156951904295,57.0
17289,New Year's Eve Live,Television program,"New Year's Eve Live is an annual New Year's Eve television special broadcast by CNN and CNN International. It primarily focuses on coverage of the ball drop festivities held at New York City's Times Square while also featuring reports from festivities in other U.S. cities, and coverage of midnight festivities from a city in the Central Time Zone.
",99.58963012695312,100.0
23851,Stephen K. Bannon,Former White House Chief Strategist,"Stephen Kevin Bannon is an American media executive, political strategist, and former investment banker, who served as the White House's chief strategist in the administration of U.S. President Donald Trump during the first seven months of Trump's term. ",99.99974060058594,100.0
23851,Idris Elba,Actor,"Idrissa Akuna Elba OBE is an English actor, writer, producer, rapper, singer, songwriter and DJ. He is known for roles including Stringer Bell in the HBO series The Wire, DCI John Luther in the BBC One series Luther, and Nelson Mandela in the biographical film Mandela: Long Walk to Freedom. ",99.99991607666016,100.0
93148,Lyndie Greenwood,Canadian actress,"Lyndie Greenwood is a Canadian actress best known for her recurring role of Sonya on The CW's Nikita and being a series regular cast member of FOX's Sleepy Hollow, playing the role of Jenny Mills in 2013. ",99.99382781982422,56.0
75698,Christiane Desroches Noblecourt,French author,Christiane Desroches Noblecourt was a French Egyptologist. She was the author of many books on Egyptian art and history and was also known for her role in the preservation of the Nubian temples from flooding caused by the Aswan Dam.,99.98194885253906,60.00000381469727
35086,Pablo Cedrón,Argentine actor,"Pablo Cedrón was an Argentine actor.
In 2005, he starred in the El Viento.
In 2006, he prominently featured in some 58 episodes of the TV series Sos mi vida as Félix Perez Garmendia 'Falucho'.",98.38410949707033,80.0
85970,Mitch McConnell,United States Senator,"Addison Mitchell McConnell Jr. is an American Republican politician, serving since 1985 as the senior United States senator for Kentucky, and since January 20, 2021, as Senate Minority Leader. ",99.97791290283205,100.0
34678,Jairo González,Mexican footballer,Jairo González Fajardo is a Mexican professional footballer who plays as a full-back for Liga MX club Necaxa.,99.99960327148438,71.0
62018,Kari Matchett,Canadian actress,"Kari Matchett is a Canadian actress. She is known for her roles as Colleen Blessed on Power Play, as Joan Campbell on Covert Affairs and as Kate Filmore in the science fiction movie Cube 2: Hypercube. ",99.9212875366211,61.0
78946,Daniele Hypólito,Brazilian gymnast,"Daniele Matias Hypólito is a Brazilian gymnast who competed in the 2000, 2004, 2008, 2012 and 2016 Olympic Games. Hypólito was the first athlete from Brazil to ever win a medal at the World Championships, a silver on floor exercise in 2001. ",99.99859619140624,66.0
17548,Linda Sarsour,American activist,"Linda Sarsour is an American political activist. She was co-chair of the 2017 Women's March, the 2017 Day Without a Woman, and the 2019 Women's March. She is also a former executive director of the Arab American Association of New York. ",99.99980926513672,100.0
17548,Ilhan Omar,U.S. Representative,Ilhan Abdullahi Omar is an American politician serving as the U.S. Representative for Minnesota's 5th congressional district since 2019. She is a member of the Democratic–Farmer–Labor Party. ,99.99137878417967,100.0
69087,Bill Cosby,American comedian,"William Henry Cosby Jr. is an American stand-up comedian, actor, and author who held an active career for over six decades before being convicted of a number of sex offenses in 2018.
",99.92937469482422,100.0
19385,Kiernan Shipka,American actress,Kiernan Brennan Shipka is an American actress. She is best known for her role as Sally Draper in the AMC drama series Mad Men and as Sabrina Spellman in the Netflix series Chilling Adventures of Sabrina. She also appeared as B. D. ,99.97206115722656,84.0
63520,Minor,,"In law, a minor is a person under a certain age, usually the age of majority, which legally demarcates childhood from adulthood. The age of majority depends upon jurisdiction and application, but it is generally 18. Minor may also be used in contexts that are unconnected to the overall age of majority. ",99.9955062866211,79.0
63520,Kanye West,American rapper,"Kanye Omari West is an American rapper, record producer, and fashion designer. He has been influential in the 21st-century development of mainstream hip hop and popular music in general.
",99.99999237060548,100.0
32485,Věra Špinarová,,,99.94251251220705,56.0
9385,Jasprit Bumrah,Indian cricketer,"Jasprit Jasbirsingh Bumrah is an Indian international cricketer, who plays for the Indian national cricket team in all formats of the game. ",99.9984359741211,70.0
61458,Apache Indian,British singer,"Steven Kapur BEM, known by the stage name Apache Indian, is a British singer-songwriter and reggae DJ. He had a series of hits during the 1990s. He is best known in the UK for the song ""Boom Shack-A-Lak"", which reached the top ten during August 1993.",99.98467254638672,77.0
84361,"Charles, Prince of Wales",,"Charles, Prince of Wales is the heir apparent to the British throne as the eldest son of Queen Elizabeth II. He has been heir apparent as well as Duke of Cornwall and Duke of Rothesay since 1952, and he is the oldest and longest-serving heir apparent in British history. ",99.99906158447266,100.0
65231,Elisa Mouliaá,Spanish actress,"Elisa Mouliaá is a Spanish actress. She is known for having played Irene, in the most-watched TV show in Spain, ""Águila Roja"", on Televisión Española. ",99.94886779785156,78.0
81026,Tinashe Kachingwe,American singer-songwriter,"Tinashe Jorgensen Kachingwe, known mononymously as Tinashe, is an American singer, songwriter, dancer, record producer, and actress. Born in Lexington, Kentucky, Tinashe moved to Los Angeles as a child to pursue a career in entertainment. ",99.99964141845705,81.0
81026,Bernie Sanders,United States Senator,Bernard Sanders is an American politician who has served as the junior United States senator from Vermont since 2007 and as U.S. Representative for the state's at-large congressional district from 1991 to 2007. ,99.9452667236328,100.0
81026,Donald Trump,45th U.S. President,"Donald John Trump is an American media personality, businessman, and politician who served as the 45th president of the United States from 2017 to 2021.
",99.98086547851562,85.0
97058,Florence Kasumba,Ugandan actress,"Florence Kasumba is a Ugandan-born German actress. Other than acting in German and Dutch films, she is most known for playing Ayo in Captain America: Civil War, Black Panther and Avengers: Infinity War. ",99.99951934814452,74.0
98657,Barack Obama,44th U.S. President,"Barack Hussein Obama II is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Obama was the first African-American president of the United States. ",99.99217987060548,99.0
90267,America's Newsroom,American television program,"America's Newsroom is an American television hard news program on Fox News Channel currently hosted by Bill Hemmer and Dana Perino live from 9 a.m. - 11 a.m. on Monday through Friday.
",99.92687225341795,97.0
20154,Red Cloud,Leader,"Red Cloud was one of the most important leaders of the Oglala Lakota from 1868 to 1909. He was one of the most capable Native American opponents that the United States Army faced in its mission to occupy the western territories, defeating the United States during Red Cloud's War, which was a fight over control of the Powder River Country in northeastern Wyoming and southern Montana. ",99.69082641601562,85.0
43180,Jessica Stam,Canadian model,"Jessica Elizabeth Stam is a Canadian model. She is considered to be part of the crop of models described as ""doll faces"". In 2007, Forbes named her fifteenth in the list of the World's 15 Top-Earning Supermodels, earning at an estimated total of $1.5 million in the past 12 months.",99.9198760986328,64.0
92870,Recep Niyaz,Turkish footballer,Recep Niyaz is a Turkish professional footballer who plays as an attacking midfielder for Süper Lig club Denizlispor.,99.99986267089844,87.0
28134,Hosni Mubarak,Former President of Egypt,"Muhammad Hosni El Sayed Mubarak was an Egyptian military and political leader who served as the fourth president of Egypt from 1981 to 2011.
Before he entered politics, Mubarak was a career officer in the Egyptian Air Force. He served as its commander from 1972 to 1975 and rose to the rank of air chief marshal in 1973. He assumed the presidency after President Anwar Sadat's assassination in 1981. ",99.99998474121094,100.0
28134,Jacques Chirac,Former President of France,"Jacques René Chirac was a French politician who served as President of France from 1995 to 2007. Chirac was previously the Prime Minister of France from 1974 to 1976 and from 1986 to 1988, as well as the Mayor of Paris from 1977 to 1995.
",99.99755859375,100.0
28134,Mohammed bin Rashid Al Maktoum,Vice President of the United Arab Emirates,"Sheikh Mohammed bin Rashid Al Maktoum is the Vice President and Prime Minister of the United Arab Emirates, and ruler of the Emirate of Dubai. ",99.99268341064452,95.0
28134,Bill Clinton,42nd U.S. President,"William Jefferson Clinton is an American lawyer and politician who served as the 42nd president of the United States from 1993 to 2001. Prior to his presidency, he served as governor of Arkansas and as attorney general of Arkansas. ",99.9999008178711,100.0
28134,Turhan Selçuk,Turkish cartoonist,Turhan Selçuk was a Turkish cartoonist.,99.9962921142578,77.0
28134,Ali Abdullah Saleh,,"Ali Abdullah Saleh was a Yemeni politician who served as the first President of Yemen, from Yemeni unification on 22 May 1990 to his resignation on 25 February 2012, following the Yemeni Revolution. ",99.99996948242188,61.0
28134,Grande Festa Portuguesa com Quim Barreiros,,,99.99762725830078,88.0
28134,Bobby Lennox,Scottish footballer,"Robert Lennox, MBE is a Scottish former professional footballer who played for Celtic and was a member of their 1967 European Cup-winning team, known as the Lisbon Lions. He earned ten international caps for Scotland. In 2002, Celtic supporters voted him a member of the club's all-time greatest team.",99.99932861328124,57.0
28134,Wonder Mike,American rapper,"Michael Anthony Wright, known professionally as Wonder Mike, is an American old school rapper and former member of the Sugarhill Gang. The group was part of the African-American hip hop movement in the 1970s and 1980s.",99.99029541015624,65.0
14958,J.R. Martinez,American actor,"Jose Rene Martinez is an American actor, motivational speaker, and former U.S. Army soldier. Starting in 2008, he played the role of Brot Monroe on the ABC daytime drama All My Children. He is the winner of Season 13 of ABC's Dancing with the Stars. Martinez served as the Grand Marshal of the 2012 Rose Parade. He is currently costarring on the syndicated action series SAF3.
",99.9989776611328,100.0
20857,David Edwards,Guitarist,"David ""Honeyboy"" Edwards was a Delta blues guitarist and singer from Mississippi.",93.91943359375,80.0
69584,Aaron Eckhart,American actor,"Aaron Edward Eckhart is an American actor. Born in Cupertino, California, Eckhart moved to the United Kingdom at age 13, when his father relocated the family. ",99.99315643310548,100.0
49831,Mike Smith,Ice hockey goaltender,"Mike Smith is a Canadian professional ice hockey goaltender who currently plays for the Edmonton Oilers of the National Hockey League. He has previously played for the Dallas Stars, Tampa Bay Lightning, Arizona Coyotes, and the Calgary Flames. ",99.99349975585938,100.0
78395,Joey Cramer,Canadian actor,"Deleriyes Joe August Fisher Cramer is a Canadian actor who had a briefly successful career in Canadian television and Hollywood in the mid-1980s, most notably for his role in the film Flight of the Navigator.",99.76432037353516,61.0
85209,Carlos Terrazas,Spanish football manager,"Carlos Terrazas Sánchez is a Spanish football manager.
His career of over a quarter of a century was spent mostly in Segunda División B, though he also competed in Segunda División with Eibar, Guadalajara and Mirandés.",99.91141510009766,58.999996185302734
2863,Don Lemon,American television journalist,"Donald Carlton Lemon is an American television journalist. Born in Baton Rouge, Louisiana, he anchored weekend news programs on local television stations in Alabama and Pennsylvania during his early days as a journalist. ",100.0,97.0
79584,Jack Johnson,American boxer,"John Arthur Johnson, nicknamed the ""Galveston Giant"", was an American boxer who, at the height of the Jim Crow era, became the first African American world heavyweight boxing champion. ",99.9794692993164,100.0
50743,Eva Braun,Adolf Hitler's wife,"Eva Anna Paula Hitler was the longtime companion of Adolf Hitler and, for less than 40 hours, his wife. Braun met Hitler in Munich when she was a 17-year-old assistant and model for his personal photographer Heinrich Hoffmann. ",99.75914001464844,99.0
25497,Grown Ups,2010 film,"Grown Ups is a 2010 American comedy film directed by Dennis Dugan and written by Adam Sandler and Fred Wolf. It stars Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider, Salma Hayek, Maria Bello, and Maya Rudolph. ",99.9997329711914,97.0
71360,Carlos PenaVega,American actor,"Carlos Roberto PeñaVega is an American actor and singer. He starred on the Nickelodeon series Big Time Rush as Carlos García, and was a member of the band Big Time Rush. He was also the host of the network's game show Webheads.",99.9942398071289,94.0
71360,Carlos PenaVega,American actor,"Carlos Roberto PeñaVega is an American actor and singer. He starred on the Nickelodeon series Big Time Rush as Carlos García, and was a member of the band Big Time Rush. He was also the host of the network's game show Webheads.",99.99319458007812,80.0
46013,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.89491271972656,99.0
30695,Ilhan Omar,U.S. Representative,Ilhan Abdullahi Omar is an American politician serving as the U.S. Representative for Minnesota's 5th congressional district since 2019. She is a member of the Democratic–Farmer–Labor Party. ,99.98987579345705,100.0
64532,Stuart Dallas,Northern Irish footballer,Stuart Dallas is a Northern Irish professional footballer who plays for Premier League club Leeds United and the Northern Ireland national team. ,99.66944885253906,69.0
74861,Fred Sokolow: Cole Porter Songbook,,,99.99183654785156,66.0
19452,Al Sharpton,American civil rights activist,"Alfred Charles Sharpton. is an American civil rights activist, Baptist minister, talk show host and politician. Sharpton is the founder of the National Action Network. ",99.99739837646484,97.0
46910,Jeff Baxter,American guitarist,"Jeffrey Allen ""Skunk"" Baxter is an American guitarist, known for his stints in the rock bands Steely Dan and The Doobie Brothers during the 1970s and Spirit in the 1980s. ",99.9993896484375,64.0
46910,Ricky Powell,American photographer,"Ricky Powell was an American photographer who documented popular culture including hip hop, punk rock, graffiti, and pop art. His photographs have been featured in The New York Times, the New York Post, the Daily News, The Village Voice, TIME, Newsweek, VIBE, The Source, Rolling Stone, among other publications. ",99.94612121582033,70.0
7159,An Evening with Tim Heidecker,Film,"An Evening with Tim Heidecker is the first stand-up comedy special from American comedian Tim Heidecker, released on October 23, 2020. The special has received positive critical reception.",99.99639892578124,99.0
84273,Gary Busey,American actor,"William Gary Busey is an American actor. As a character actor, he portrayed Buddy Holly in The Buddy Holly Story, where Busey was nominated for the Academy Award for Best Actor and won the National Society of Film Critics Award for Best Actor.",99.99254608154295,100.0
64027,Tina Parekh,Indian television actress,"Tina Parekh is an Indian Television actress and voice actress. She is best known for her roles as Shruti Om Agarwal in Kahaani Ghar Ghar Kii, as Mukti Deshmukh in Kasautii Zindagii Kay and as Melissa in Khichdi and Instant Khichdi. ",99.98841094970705,75.0
51693,Gordon Ramsay,British chef,"Gordon James Ramsay OBE is a British chef, restaurateur, television personality, and writer. Born in Johnstone, Scotland, and raised in Stratford-upon-Avon, England, he founded his global restaurant group, Gordon Ramsay Restaurants, in 1997. ",99.95137786865234,100.0
81972,Luke Roberts,Sport cyclist,"Luke Justin Roberts OAM is a sports director and former Australian racing cyclist specialising in both track cycling and road bicycle racing.
Born in Adelaide, South Australia, he resides both in Adelaide and in Cologne, Germany. ",99.99581909179688,80.0
91358,Chadwick Boseman,American actor,"Chadwick Aaron Boseman was an American actor and playwright. After studying directing at Howard University, he became prominent in theater, winning a Drama League Directing Fellowship and an acting AUDELCO, and being nominated for a Jeff Award as a playwright for Deep Azure. ",99.99856567382812,100.0
51943,Bill de Blasio,Mayor of New York City,"Bill de Blasio is an American politician serving since 2014 as the 109th mayor of New York City. A member of the Democratic Party, he held the office of New York City Public Advocate from 2010 to 2013.
",99.99980926513672,92.0
28163,Sam Elliott,American actor,"Samuel Pack Elliott is an American actor. He is the recipient of several accolades, including a National Board of Review Award, and has been nominated for an Academy Award, two Golden Globe Awards, two Primetime Emmy Awards, and two Screen Actors Guild Awards.
",99.99983978271484,100.0
73561,Osama Bin Laden,,"Osama bin Mohammed bin Awad bin Laden, also rendered Usama bin Ladin, was a founder of the pan-Islamic militant organization al-Qaeda, designated as a terrorist group by the United Nations Security Council, the North Atlantic Treaty Organization, the European Union, and various countries.
",99.99893188476562,100.0
73561,Ilhan Omar,U.S. Representative,Ilhan Abdullahi Omar is an American politician serving as the U.S. Representative for Minnesota's 5th congressional district since 2019. She is a member of the Democratic–Farmer–Labor Party. ,99.99872589111328,98.0
58631,Caitlyn Jenner,American television personality,"Caitlyn Marie Jenner is an American television personality and retired Olympic gold medal-winning decathlete.
Jenner played college football for the Graceland Yellowjackets before incurring a knee injury that required surgery. ",99.7381362915039,100.0
50714,Shye Ben Tzur,Israeli musician,"Shye Ben Tzur is an Israeli musician who lives in India and Israel. He composes Qawwalis, instrumental and devotional music in Hebrew, Urdu and Hindi. Ben Tzur has been living and creating music in India and Israel for over a decade. He first visited India while searching for a classical Indian music teacher. ",99.80402374267578,81.0
28476,14th Dalai Lama,Dalai Lama,"The 14th Dalai Lama is the current Dalai Lama, the highest spiritual leader of Tibet, and considered a living Bodhisattva, an emanation of Avalokiteśvara. ",99.99383544921876,97.0
57481,Roy Buchanan / Second Album,Album by Roy Buchanan,,99.99502563476562,70.0
6524,Marie NDiaye,French novelist,"Marie NDiaye is a French novelist and playwright. She published her first novel, Quant au riche avenir, when she was 17. She won the Prix Goncourt in 2009. ",99.97303009033205,81.0
63074,Boys 'Round Here,Song by Blake Shelton,,99.99810791015624,92.0
35614,Snehan,Indian poet,"Snehan is an Indian poet, politician and lyricist who has worked in the Tamil film industry. After serving as an assistant to poet Vairamuthu, he began working as a lyricist in the film Putham Pudhiya Poove and has written lyrics for more than 2500 songs. ",99.99994659423828,81.0
41806,Julianne Malveaux,President of Bennett College,"Julianne Marie Malveaux is an American economist, author, social and political commentator, and businesswoman. After five years as the 15th president of Bennett College in Greensboro, North Carolina, she resigned on May 6, 2012.",99.99776458740234,90.0
